trait_id	file_path	trait_name	n
ukb-b-10001	/local-scratch/data/opengwas/igd/ukb-b-10001/ukb-b-10001.vcf.gz	Operative procedures - secondary OPCS: Z84.6 Knee joint	463010
ukb-b-10002	/local-scratch/data/opengwas/igd/ukb-b-10002/ukb-b-10002.vcf.gz	Manic/hyper symptoms: All of the above	31317
ukb-b-10003	/local-scratch/data/opengwas/igd/ukb-b-10003/ukb-b-10003.vcf.gz	Treatment/medication code: becotide 50 inhaler	462933
ukb-b-10008	/local-scratch/data/opengwas/igd/ukb-b-10008/ukb-b-10008.vcf.gz	Treatment/medication code: atorvastatin	462933
ukb-b-10011	/local-scratch/data/opengwas/igd/ukb-b-10011/ukb-b-10011.vcf.gz	Townsend deprivation index at recruitment	462464
ukb-b-1004	/local-scratch/data/opengwas/igd/ukb-b-1004/ukb-b-1004.vcf.gz	Added milk to espresso	64949
ukb-b-10054	/local-scratch/data/opengwas/igd/ukb-b-10054/ukb-b-10054.vcf.gz	Cheese consumers	64949
ukb-b-10056	/local-scratch/data/opengwas/igd/ukb-b-10056/ukb-b-10056.vcf.gz	PCT responsible for patient data: NORTH TYNESIDE PCT	463010
ukb-b-10061	/local-scratch/data/opengwas/igd/ukb-b-10061/ukb-b-10061.vcf.gz	Diagnoses - secondary ICD10: Z50.1 Other physical therapy	463010
ukb-b-10066	/local-scratch/data/opengwas/igd/ukb-b-10066/ukb-b-10066.vcf.gz	Eye problems/disorders: Other serious eye condition	150642
ukb-b-10070	/local-scratch/data/opengwas/igd/ukb-b-10070/ukb-b-10070.vcf.gz	PCT responsible for patient data: BUCKINGHAMSHIRE PCT	463010
ukb-b-10073	/local-scratch/data/opengwas/igd/ukb-b-10073/ukb-b-10073.vcf.gz	Type of baguette eaten: wholemeal	64949
ukb-b-10093	/local-scratch/data/opengwas/igd/ukb-b-10093/ukb-b-10093.vcf.gz	Tense / 'highly strung'	447961
ukb-b-10097	/local-scratch/data/opengwas/igd/ukb-b-10097/ukb-b-10097.vcf.gz	Operation code: skin operation or plastic surgery	462933
ukb-b-10098	/local-scratch/data/opengwas/igd/ukb-b-10098/ukb-b-10098.vcf.gz	Non-cancer illness code, self-reported: iron deficiency anaemia	462933
ukb-b-10102	/local-scratch/data/opengwas/igd/ukb-b-10102/ukb-b-10102.vcf.gz	Diagnoses - main ICD10: Z09.0 Follow-up examination after surgery for other conditions	463010
ukb-b-10143	/local-scratch/data/opengwas/igd/ukb-b-10143/ukb-b-10143.vcf.gz	Destinations on discharge from hospital (recoded): Usual Place of residence: Living alone	460756
ukb-b-10144	/local-scratch/data/opengwas/igd/ukb-b-10144/ukb-b-10144.vcf.gz	Diagnoses - secondary ICD10: K21.0 Gastro-oesophageal reflux disease with oesophagitis	463010
ukb-b-10145	/local-scratch/data/opengwas/igd/ukb-b-10145/ukb-b-10145.vcf.gz	PCT where patients GP was registered: NORTH BRADFORD PCT	463010
ukb-b-1016	/local-scratch/data/opengwas/igd/ukb-b-1016/ukb-b-1016.vcf.gz	Operative procedures - main OPCS: M29.3 Endoscopic removal of tubal prosthesis from ureter	463010
ukb-b-10162	/local-scratch/data/opengwas/igd/ukb-b-10162/ukb-b-10162.vcf.gz	Job involve night shift work	43440
ukb-b-10164	/local-scratch/data/opengwas/igd/ukb-b-10164/ukb-b-10164.vcf.gz	Operative procedures - main OPCS: X31.2 Intravenous pyelography	463010
ukb-b-10167	/local-scratch/data/opengwas/igd/ukb-b-10167/ukb-b-10167.vcf.gz	Operation code: vasectomy	462933
ukb-b-10169	/local-scratch/data/opengwas/igd/ukb-b-10169/ukb-b-10169.vcf.gz	Guilty feelings	450704
ukb-b-10181	/local-scratch/data/opengwas/igd/ukb-b-10181/ukb-b-10181.vcf.gz	Eye problems/disorders: Diabetes related eye disease	150642
ukb-b-10188	/local-scratch/data/opengwas/igd/ukb-b-10188/ukb-b-10188.vcf.gz	Vitamin and mineral supplements: Vitamin B	460351
ukb-b-1020	/local-scratch/data/opengwas/igd/ukb-b-1020/ukb-b-1020.vcf.gz	Operative procedures - secondary OPCS: Z70.5 Lower end of radius NEC	463010
ukb-b-10202	/local-scratch/data/opengwas/igd/ukb-b-10202/ukb-b-10202.vcf.gz	PCT responsible for patient data: BURY PCT	463010
ukb-b-1021	/local-scratch/data/opengwas/igd/ukb-b-1021/ukb-b-1021.vcf.gz	Operation code: muscle/soft tissue surgery	462933
ukb-b-10212	/local-scratch/data/opengwas/igd/ukb-b-10212/ukb-b-10212.vcf.gz	Treatment speciality of consultant (recoded): Neurology	444321
ukb-b-10215	/local-scratch/data/opengwas/igd/ukb-b-10215/ukb-b-10215.vcf.gz	Hand grip strength (right)	461089
ukb-b-10217	/local-scratch/data/opengwas/igd/ukb-b-10217/ukb-b-10217.vcf.gz	Sweets intake	64949
ukb-b-10224	/local-scratch/data/opengwas/igd/ukb-b-10224/ukb-b-10224.vcf.gz	Non-cancer illness code, self-reported: meningitis	462933
ukb-b-10248	/local-scratch/data/opengwas/igd/ukb-b-10248/ukb-b-10248.vcf.gz	Type of cancer: ICD10: C44.3 Skin of other and unspecified parts of face	463010
ukb-b-10250	/local-scratch/data/opengwas/igd/ukb-b-10250/ukb-b-10250.vcf.gz	Cylindrical power (right)	99380
ukb-b-10258	/local-scratch/data/opengwas/igd/ukb-b-10258/ukb-b-10258.vcf.gz	Treatment/medication code: paroxetine	462933
ukb-b-10260	/local-scratch/data/opengwas/igd/ukb-b-10260/ukb-b-10260.vcf.gz	Types of spreads/sauces consumed: Gravy	64949
ukb-b-10263	/local-scratch/data/opengwas/igd/ukb-b-10263/ukb-b-10263.vcf.gz	Operative procedures - secondary OPCS: Y80.9 Unspecified general anaesthetic	463010
ukb-b-10272	/local-scratch/data/opengwas/igd/ukb-b-10272/ukb-b-10272.vcf.gz	Treatment/medication code: digoxin	462933
ukb-b-10281	/local-scratch/data/opengwas/igd/ukb-b-10281/ukb-b-10281.vcf.gz	Operative procedures - secondary OPCS: Z89.6 Finger NEC	463010
ukb-b-10284	/local-scratch/data/opengwas/igd/ukb-b-10284/ukb-b-10284.vcf.gz	Treatment/medication code: multivitamins	462933
ukb-b-10286	/local-scratch/data/opengwas/igd/ukb-b-10286/ukb-b-10286.vcf.gz	Breakfast cereal consumed	64949
ukb-b-10289	/local-scratch/data/opengwas/igd/ukb-b-10289/ukb-b-10289.vcf.gz	Operation code: large bowel resection +/- colostomy	462933
ukb-b-10298	/local-scratch/data/opengwas/igd/ukb-b-10298/ukb-b-10298.vcf.gz	Operative procedures - secondary OPCS: W28.1 Application of internal fixation to bone NEC	463010
ukb-b-10309	/local-scratch/data/opengwas/igd/ukb-b-10309/ukb-b-10309.vcf.gz	Operation code: myomectomy/fibroids removed	462933
ukb-b-10324	/local-scratch/data/opengwas/igd/ukb-b-10324/ukb-b-10324.vcf.gz	Operation code: elbow surgery	462933
ukb-b-10325	/local-scratch/data/opengwas/igd/ukb-b-10325/ukb-b-10325.vcf.gz	Average night-time sound level of noise pollution	456380
ukb-b-10351	/local-scratch/data/opengwas/igd/ukb-b-10351/ukb-b-10351.vcf.gz	Non-cancer illness code, self-reported: allergy or anaphylactic reaction to drug	462933
ukb-b-10362	/local-scratch/data/opengwas/igd/ukb-b-10362/ukb-b-10362.vcf.gz	Diagnoses - main ICD10: K80.0 Calculus of gallbladder with acute cholecystitis	463010
ukb-b-10366	/local-scratch/data/opengwas/igd/ukb-b-10366/ukb-b-10366.vcf.gz	Sweet snack consumers	64949
ukb-b-10368	/local-scratch/data/opengwas/igd/ukb-b-10368/ukb-b-10368.vcf.gz	Diagnoses - secondary ICD10: R19.4 Change in bowel habit	463010
ukb-b-10382	/local-scratch/data/opengwas/igd/ukb-b-10382/ukb-b-10382.vcf.gz	PCT where patients GP was registered: NORTH STAFFORDSHIRE PCT	463010
ukb-b-10387	/local-scratch/data/opengwas/igd/ukb-b-10387/ukb-b-10387.vcf.gz	Leg pain on walking	151553
ukb-b-10409	/local-scratch/data/opengwas/igd/ukb-b-10409/ukb-b-10409.vcf.gz	Diagnoses - secondary ICD10: R10.1 Pain localised to upper abdomen	463010
ukb-b-1041	/local-scratch/data/opengwas/igd/ukb-b-1041/ukb-b-1041.vcf.gz	Traffic intensity on the nearest major road	456380
ukb-b-10412	/local-scratch/data/opengwas/igd/ukb-b-10412/ukb-b-10412.vcf.gz	Time to complete round	110323
ukb-b-10414	/local-scratch/data/opengwas/igd/ukb-b-10414/ukb-b-10414.vcf.gz	Sum of road length of major roads within 100m	456380
ukb-b-10415	/local-scratch/data/opengwas/igd/ukb-b-10415/ukb-b-10415.vcf.gz	Illnesses of father: None of the above (group 2)	407392
ukb-b-10433	/local-scratch/data/opengwas/igd/ukb-b-10433/ukb-b-10433.vcf.gz	Treatment/medication code: fexofenadine	462933
ukb-b-1044	/local-scratch/data/opengwas/igd/ukb-b-1044/ukb-b-1044.vcf.gz	Operative procedures - main OPCS: H20.6 Fibreoptic endoscopic resection of lesion of colon NEC	463010
ukb-b-10444	/local-scratch/data/opengwas/igd/ukb-b-10444/ukb-b-10444.vcf.gz	Operative procedures - main OPCS: X50.1 Direct current cardioversion	463010
ukb-b-10454	/local-scratch/data/opengwas/igd/ukb-b-10454/ukb-b-10454.vcf.gz	Illnesses of mother: None of the above (group 1)	425729
ukb-b-1046	/local-scratch/data/opengwas/igd/ukb-b-1046/ukb-b-1046.vcf.gz	Duration of strenuous sports	46993
ukb-b-10477	/local-scratch/data/opengwas/igd/ukb-b-10477/ukb-b-10477.vcf.gz	PCT where patients GP was registered: LAMBETH PCT	463010
ukb-b-10485	/local-scratch/data/opengwas/igd/ukb-b-10485/ukb-b-10485.vcf.gz	PCT where patients GP was registered: BRACKNELL FOREST PCT	463010
ukb-b-10490	/local-scratch/data/opengwas/igd/ukb-b-10490/ukb-b-10490.vcf.gz	Diagnoses - secondary ICD10: Z03.8 Observation for other suspected diseases and conditions	463010
ukb-b-10505	/local-scratch/data/opengwas/igd/ukb-b-10505/ukb-b-10505.vcf.gz	Qualifications: CSEs or equivalent	458079
ukb-b-10537	/local-scratch/data/opengwas/igd/ukb-b-10537/ukb-b-10537.vcf.gz	Non-cancer illness code, self-reported: psoriasis	462933
ukb-b-10546	/local-scratch/data/opengwas/igd/ukb-b-10546/ukb-b-10546.vcf.gz	Oily fish intake	64949
ukb-b-10554	/local-scratch/data/opengwas/igd/ukb-b-10554/ukb-b-10554.vcf.gz	Operation code: adenoid surgery / adenoidectomy	462933
ukb-b-10555	/local-scratch/data/opengwas/igd/ukb-b-10555/ukb-b-10555.vcf.gz	Diagnoses - secondary ICD10: I50.1 Left ventricular failure	463010
ukb-b-10559	/local-scratch/data/opengwas/igd/ukb-b-10559/ukb-b-10559.vcf.gz	Methods of admission to hospital (recoded): Emergency admission: A&E	462624
ukb-b-10565	/local-scratch/data/opengwas/igd/ukb-b-10565/ukb-b-10565.vcf.gz	Tinned tomato intake	64949
ukb-b-10567	/local-scratch/data/opengwas/igd/ukb-b-10567/ukb-b-10567.vcf.gz	Vitamin and/or mineral supplement use: Zinc	64949
ukb-b-10586	/local-scratch/data/opengwas/igd/ukb-b-10586/ukb-b-10586.vcf.gz	Treatment/medication code: calcichew 1.25g chewable tablet	462933
ukb-b-10591	/local-scratch/data/opengwas/igd/ukb-b-10591/ukb-b-10591.vcf.gz	Chest pain or discomfort	458012
ukb-b-10608	/local-scratch/data/opengwas/igd/ukb-b-10608/ukb-b-10608.vcf.gz	PCT where patients GP was registered: NOTTINGHAMSHIRE COUNTY TEACHING PCT	463010
ukb-b-1061	/local-scratch/data/opengwas/igd/ukb-b-1061/ukb-b-1061.vcf.gz	Age high blood pressure diagnosed	111148
ukb-b-10617	/local-scratch/data/opengwas/igd/ukb-b-10617/ukb-b-10617.vcf.gz	Operation code: mammoplasty/cosmetic operation on breast	462933
ukb-b-10623	/local-scratch/data/opengwas/igd/ukb-b-10623/ukb-b-10623.vcf.gz	Diagnoses - main ICD10: D12.5 Sigmoid colon	463010
ukb-b-10629	/local-scratch/data/opengwas/igd/ukb-b-10629/ukb-b-10629.vcf.gz	6mm asymmetry index (left)	51739
ukb-b-10640	/local-scratch/data/opengwas/igd/ukb-b-10640/ukb-b-10640.vcf.gz	Sweetened cereal intake	64949
ukb-b-10646	/local-scratch/data/opengwas/igd/ukb-b-10646/ukb-b-10646.vcf.gz	Diagnoses - main ICD10: Z09.9 Follow-up examination after unspecified treatment for other conditions	463010
ukb-b-10655	/local-scratch/data/opengwas/igd/ukb-b-10655/ukb-b-10655.vcf.gz	Methods of admission to hospital (recoded): Emergency admission	462498
ukb-b-10668	/local-scratch/data/opengwas/igd/ukb-b-10668/ukb-b-10668.vcf.gz	Diagnoses - main ICD10: N47 Redundant prepuce, phimosis and paraphimosis	463010
ukb-b-10694	/local-scratch/data/opengwas/igd/ukb-b-10694/ukb-b-10694.vcf.gz	Diagnoses - secondary ICD10: E10.9 Without complications	463010
ukb-b-1070	/local-scratch/data/opengwas/igd/ukb-b-1070/ukb-b-1070.vcf.gz	Average weekly fortified wine intake	327563
ukb-b-10712	/local-scratch/data/opengwas/igd/ukb-b-10712/ukb-b-10712.vcf.gz	Diagnoses - main ICD10: O70.1 Second degree perineal laceration during delivery	463010
ukb-b-10713	/local-scratch/data/opengwas/igd/ukb-b-10713/ukb-b-10713.vcf.gz	Treatment/medication code: loratadine	462933
ukb-b-10733	/local-scratch/data/opengwas/igd/ukb-b-10733/ukb-b-10733.vcf.gz	Operation code: fertility treatment procedures	462933
ukb-b-10753	/local-scratch/data/opengwas/igd/ukb-b-10753/ukb-b-10753.vcf.gz	Diabetes diagnosed by doctor	461578
ukb-b-10756	/local-scratch/data/opengwas/igd/ukb-b-10756/ukb-b-10756.vcf.gz	Diagnoses - secondary ICD10: I20.0 Unstable angina	463010
ukb-b-10766	/local-scratch/data/opengwas/igd/ukb-b-10766/ukb-b-10766.vcf.gz	Treatment/medication code: tegretol 100mg tablet	462933
ukb-b-10768	/local-scratch/data/opengwas/igd/ukb-b-10768/ukb-b-10768.vcf.gz	Cascot confidence score	13634
ukb-b-10769	/local-scratch/data/opengwas/igd/ukb-b-10769/ukb-b-10769.vcf.gz	PCT where patients GP was registered: BIRMINGHAM EAST AND NORTH PCT	463010
ukb-b-10771	/local-scratch/data/opengwas/igd/ukb-b-10771/ukb-b-10771.vcf.gz	Diagnoses - main ICD10: R07.4 Chest pain, unspecified	463010
ukb-b-10778	/local-scratch/data/opengwas/igd/ukb-b-10778/ukb-b-10778.vcf.gz	PCT responsible for patient data: WARRINGTON PCT	463010
ukb-b-10783	/local-scratch/data/opengwas/igd/ukb-b-10783/ukb-b-10783.vcf.gz	Illnesses of siblings: None of the above (group 2)	368679
ukb-b-10787	/local-scratch/data/opengwas/igd/ukb-b-10787/ukb-b-10787.vcf.gz	Standing height	461950
ukb-b-10793	/local-scratch/data/opengwas/igd/ukb-b-10793/ukb-b-10793.vcf.gz	Pear intake	64949
ukb-b-10797	/local-scratch/data/opengwas/igd/ukb-b-10797/ukb-b-10797.vcf.gz	Chest pain due to walking ceases when standing still	26467
ukb-b-10806	/local-scratch/data/opengwas/igd/ukb-b-10806/ukb-b-10806.vcf.gz	Gas or solid-fuel cooking/heating: A gas fire that you use regularly in winter time	461398
ukb-b-10807	/local-scratch/data/opengwas/igd/ukb-b-10807/ukb-b-10807.vcf.gz	Illnesses of mother: Severe depression	423217
ukb-b-10810	/local-scratch/data/opengwas/igd/ukb-b-10810/ukb-b-10810.vcf.gz	Operative procedures - main OPCS: S06.5 Excision of lesion of skin of head or neck NEC	463010
ukb-b-10813	/local-scratch/data/opengwas/igd/ukb-b-10813/ukb-b-10813.vcf.gz	Operative procedures - main OPCS: X55.8 Other specified other operations on unspecified organ	463010
ukb-b-10817	/local-scratch/data/opengwas/igd/ukb-b-10817/ukb-b-10817.vcf.gz	Particulate matter air pollution (pm2.5); 2010	423796
ukb-b-10821	/local-scratch/data/opengwas/igd/ukb-b-10821/ukb-b-10821.vcf.gz	External causes: W01.9 Unspecified place	463010
ukb-b-10827	/local-scratch/data/opengwas/igd/ukb-b-10827/ukb-b-10827.vcf.gz	Operation code: lumpectomy	462933
ukb-b-10829	/local-scratch/data/opengwas/igd/ukb-b-10829/ukb-b-10829.vcf.gz	Beef intake	64943
ukb-b-10830	/local-scratch/data/opengwas/igd/ukb-b-10830/ukb-b-10830.vcf.gz	Average monthly spirits intake	34111
ukb-b-10831	/local-scratch/data/opengwas/igd/ukb-b-10831/ukb-b-10831.vcf.gz	Pack years of smoking	142387
ukb-b-10847	/local-scratch/data/opengwas/igd/ukb-b-10847/ukb-b-10847.vcf.gz	Operative procedures - secondary OPCS: Y53.5 Approach to organ under image intensifier	463010
ukb-b-10848	/local-scratch/data/opengwas/igd/ukb-b-10848/ukb-b-10848.vcf.gz	Operative procedures - secondary OPCS: Z80.1 First metatarsal	463010
ukb-b-10849	/local-scratch/data/opengwas/igd/ukb-b-10849/ukb-b-10849.vcf.gz	Diagnoses - main ICD10: N93.9 Abnormal uterine and vaginal bleeding, unspecified	463010
ukb-b-10852	/local-scratch/data/opengwas/igd/ukb-b-10852/ukb-b-10852.vcf.gz	Was blood sampling attempted	463000
ukb-b-10857	/local-scratch/data/opengwas/igd/ukb-b-10857/ukb-b-10857.vcf.gz	Willing to attempt cognitive tests	462293
ukb-b-10859	/local-scratch/data/opengwas/igd/ukb-b-10859/ukb-b-10859.vcf.gz	Diagnoses - main ICD10: K57.3 Diverticular disease of large intestine without perforation or abscess	463010
ukb-b-10872	/local-scratch/data/opengwas/igd/ukb-b-10872/ukb-b-10872.vcf.gz	PCT responsible for patient data: NORTH YORKSHIRE AND YORK PCT	463010
ukb-b-10873	/local-scratch/data/opengwas/igd/ukb-b-10873/ukb-b-10873.vcf.gz	Diagnoses - main ICD10: M54.59 Low back pain (Site unspecified)	463010
ukb-b-10880	/local-scratch/data/opengwas/igd/ukb-b-10880/ukb-b-10880.vcf.gz	Diagnoses - secondary ICD10: Z87.4 Personal history of diseases of the genito-urinary system	463010
ukb-b-10903	/local-scratch/data/opengwas/igd/ukb-b-10903/ukb-b-10903.vcf.gz	Non-cancer illness code, self-reported: endometriosis	462933
ukb-b-10911	/local-scratch/data/opengwas/igd/ukb-b-10911/ukb-b-10911.vcf.gz	Diagnoses - secondary ICD10: Z92.2 Personal history of long-term (current) use of other medicaments	463010
ukb-b-10912	/local-scratch/data/opengwas/igd/ukb-b-10912/ukb-b-10912.vcf.gz	Non-cancer illness code, self-reported: high cholesterol	462933
ukb-b-10919	/local-scratch/data/opengwas/igd/ukb-b-10919/ukb-b-10919.vcf.gz	Operative procedures - main OPCS: E49.9 Unspecified diagnostic fibreoptic endoscopic examination of lower respiratory tract	463010
ukb-b-1092	/local-scratch/data/opengwas/igd/ukb-b-1092/ukb-b-1092.vcf.gz	PCT responsible for patient data: BERKSHIRE EAST PCT	463010
ukb-b-10923	/local-scratch/data/opengwas/igd/ukb-b-10923/ukb-b-10923.vcf.gz	Alcohol consumed	64949
ukb-b-10932	/local-scratch/data/opengwas/igd/ukb-b-10932/ukb-b-10932.vcf.gz	Sweet pepper intake	64949
ukb-b-10937	/local-scratch/data/opengwas/igd/ukb-b-10937/ukb-b-10937.vcf.gz	Reason for glasses/contact lenses: For 'astigmatism'	460536
ukb-b-1096	/local-scratch/data/opengwas/igd/ukb-b-1096/ukb-b-1096.vcf.gz	Heel bone mineral density (BMD) (left)	146139
ukb-b-10979	/local-scratch/data/opengwas/igd/ukb-b-10979/ukb-b-10979.vcf.gz	Gas or solid-fuel cooking/heating: None of the above	461398
ukb-b-1099	/local-scratch/data/opengwas/igd/ukb-b-1099/ukb-b-1099.vcf.gz	Salted peanuts intake	64949
ukb-b-1100	/local-scratch/data/opengwas/igd/ukb-b-1100/ukb-b-1100.vcf.gz	Close to major road	456380
ukb-b-11002	/local-scratch/data/opengwas/igd/ukb-b-11002/ukb-b-11002.vcf.gz	PCT responsible for patient data: NORTHUMBERLAND CARE TRUST	463010
ukb-b-11004	/local-scratch/data/opengwas/igd/ukb-b-11004/ukb-b-11004.vcf.gz	Muesli intake	64949
ukb-b-11010	/local-scratch/data/opengwas/igd/ukb-b-11010/ukb-b-11010.vcf.gz	How are people in household related to participant: Other unrelated	459600
ukb-b-11015	/local-scratch/data/opengwas/igd/ukb-b-11015/ukb-b-11015.vcf.gz	Operative procedures - main OPCS: Q18.9 Unspecified diagnostic endoscopic examination of uterus	463010
ukb-b-11020	/local-scratch/data/opengwas/igd/ukb-b-11020/ukb-b-11020.vcf.gz	Diagnoses - main ICD10: K80.2 Calculus of gallbladder without cholecystitis	463010
ukb-b-11025	/local-scratch/data/opengwas/igd/ukb-b-11025/ukb-b-11025.vcf.gz	Transport type for commuting to job workplace: Car/motor vehicle	245364
ukb-b-11045	/local-scratch/data/opengwas/igd/ukb-b-11045/ukb-b-11045.vcf.gz	Diagnoses - secondary ICD10: M13.9 Arthritis, unspecified	463010
ukb-b-11048	/local-scratch/data/opengwas/igd/ukb-b-11048/ukb-b-11048.vcf.gz	Why stopped smoking: Financial reasons	113988
ukb-b-11052	/local-scratch/data/opengwas/igd/ukb-b-11052/ukb-b-11052.vcf.gz	Diagnoses - main ICD10: R79.8 Other specified abnormal findings of blood chemistry	463010
ukb-b-11064	/local-scratch/data/opengwas/igd/ukb-b-11064/ukb-b-11064.vcf.gz	Diagnoses - secondary ICD10: Z95.1 Presence of aortocoronary bypass graft	463010
ukb-b-11065	/local-scratch/data/opengwas/igd/ukb-b-11065/ukb-b-11065.vcf.gz	Diagnoses - secondary ICD10: W01.0 Home	463010
ukb-b-11075	/local-scratch/data/opengwas/igd/ukb-b-11075/ukb-b-11075.vcf.gz	Mineral and other dietary supplements: Fish oil (including cod liver oil)	461384
ukb-b-11076	/local-scratch/data/opengwas/igd/ukb-b-11076/ukb-b-11076.vcf.gz	ECG, phase time	68426
ukb-b-11085	/local-scratch/data/opengwas/igd/ukb-b-11085/ukb-b-11085.vcf.gz	Medication for pain relief, constipation, heartburn: None of the above	457547
ukb-b-11113	/local-scratch/data/opengwas/igd/ukb-b-11113/ukb-b-11113.vcf.gz	3mm weak meridian (left)	95998
ukb-b-11120	/local-scratch/data/opengwas/igd/ukb-b-11120/ukb-b-11120.vcf.gz	Operation code: knee replacement/revision	462933
ukb-b-11133	/local-scratch/data/opengwas/igd/ukb-b-11133/ukb-b-11133.vcf.gz	PCT responsible for patient data: BARNSLEY PCT	463010
ukb-b-11138	/local-scratch/data/opengwas/igd/ukb-b-11138/ukb-b-11138.vcf.gz	Vitamin and/or mineral supplement use: Fish oil	64949
ukb-b-11141	/local-scratch/data/opengwas/igd/ukb-b-11141/ukb-b-11141.vcf.gz	Forced expiratory volume in 1-second (FEV1), Best measure	345665
ukb-b-11158	/local-scratch/data/opengwas/igd/ukb-b-11158/ukb-b-11158.vcf.gz	Aide-memoire completed	462933
ukb-b-11161	/local-scratch/data/opengwas/igd/ukb-b-11161/ukb-b-11161.vcf.gz	Mouth/teeth dental problems: Painful gums	461113
ukb-b-11182	/local-scratch/data/opengwas/igd/ukb-b-11182/ukb-b-11182.vcf.gz	3mm cylindrical power (left)	95998
ukb-b-11188	/local-scratch/data/opengwas/igd/ukb-b-11188/ukb-b-11188.vcf.gz	Used an inhaler for chest within last hour	424873
ukb-b-11189	/local-scratch/data/opengwas/igd/ukb-b-11189/ukb-b-11189.vcf.gz	Type of special diet followed: Gluten-free	64949
ukb-b-11207	/local-scratch/data/opengwas/igd/ukb-b-11207/ukb-b-11207.vcf.gz	6mm cylindrical power (left)	83410
ukb-b-11209	/local-scratch/data/opengwas/igd/ukb-b-11209/ukb-b-11209.vcf.gz	Diagnoses - secondary ICD10: R79.8 Other specified abnormal findings of blood chemistry	463010
ukb-b-11231	/local-scratch/data/opengwas/igd/ukb-b-11231/ukb-b-11231.vcf.gz	Diagnoses - secondary ICD10: Z85.8 Personal history of malignant neoplasms of other organs and systems	463010
ukb-b-11241	/local-scratch/data/opengwas/igd/ukb-b-11241/ukb-b-11241.vcf.gz	Non-cancer illness code, self-reported: back pain	462933
ukb-b-11247	/local-scratch/data/opengwas/igd/ukb-b-11247/ukb-b-11247.vcf.gz	Main speciality of consultant (recoded): Cardiothoracic surgery	461137
ukb-b-11261	/local-scratch/data/opengwas/igd/ukb-b-11261/ukb-b-11261.vcf.gz	Diagnoses - main ICD10: I84.9 Unspecified haemorrhoids without complication	463010
ukb-b-11262	/local-scratch/data/opengwas/igd/ukb-b-11262/ukb-b-11262.vcf.gz	Blood sample #, note contents: Poor venous access/flow	463000
ukb-b-11268	/local-scratch/data/opengwas/igd/ukb-b-11268/ukb-b-11268.vcf.gz	Treatment/medication code: simvastatin	462933
ukb-b-11272	/local-scratch/data/opengwas/igd/ukb-b-11272/ukb-b-11272.vcf.gz	Omelette intake	64949
ukb-b-11274	/local-scratch/data/opengwas/igd/ukb-b-11274/ukb-b-11274.vcf.gz	Diagnoses - main ICD10: K60.2 Anal fissure, unspecified	463010
ukb-b-11282	/local-scratch/data/opengwas/igd/ukb-b-11282/ukb-b-11282.vcf.gz	Non-cancer illness code, self-reported: vaginal prolapse/uterine prolapse	462933
ukb-b-11285	/local-scratch/data/opengwas/igd/ukb-b-11285/ukb-b-11285.vcf.gz	Sources of admission to hospital (recoded): Temporary place of residence	461380
ukb-b-11297	/local-scratch/data/opengwas/igd/ukb-b-11297/ukb-b-11297.vcf.gz	Doctor diagnosed asthma	112583
ukb-b-11298	/local-scratch/data/opengwas/igd/ukb-b-11298/ukb-b-11298.vcf.gz	Diagnoses - main ICD10: N81.1 Cystocele	463010
ukb-b-11303	/local-scratch/data/opengwas/igd/ukb-b-11303/ukb-b-11303.vcf.gz	Father's age at death	341118
ukb-b-11311	/local-scratch/data/opengwas/igd/ukb-b-11311/ukb-b-11311.vcf.gz	Diagnoses - secondary ICD10: F41.9 Anxiety disorder, unspecified	463010
ukb-b-11312	/local-scratch/data/opengwas/igd/ukb-b-11312/ukb-b-11312.vcf.gz	Particulate matter air pollution (pm2.5) absorbance; 2010	423796
ukb-b-11348	/local-scratch/data/opengwas/igd/ukb-b-11348/ukb-b-11348.vcf.gz	Bread intake	452236
ukb-b-11349	/local-scratch/data/opengwas/igd/ukb-b-11349/ukb-b-11349.vcf.gz	Folate	64979
ukb-b-11355	/local-scratch/data/opengwas/igd/ukb-b-11355/ukb-b-11355.vcf.gz	Ever stopped smoking for 6+ months	113230
ukb-b-11358	/local-scratch/data/opengwas/igd/ukb-b-11358/ukb-b-11358.vcf.gz	Length of time at current address	451769
ukb-b-11361	/local-scratch/data/opengwas/igd/ukb-b-11361/ukb-b-11361.vcf.gz	ECG, heart rate	68160
ukb-b-11364	/local-scratch/data/opengwas/igd/ukb-b-11364/ukb-b-11364.vcf.gz	Heel bone mineral density (BMD), manual entry	40613
ukb-b-11369	/local-scratch/data/opengwas/igd/ukb-b-11369/ukb-b-11369.vcf.gz	Diagnoses - main ICD10: K40.2 Bilateral inguinal hernia, without obstruction or gangrene	463010
ukb-b-1138	/local-scratch/data/opengwas/igd/ukb-b-1138/ukb-b-1138.vcf.gz	6mm strong meridian angle (right)	84303
ukb-b-11381	/local-scratch/data/opengwas/igd/ukb-b-11381/ukb-b-11381.vcf.gz	PCT where patients GP was registered: SALFORD PCT	463010
ukb-b-11388	/local-scratch/data/opengwas/igd/ukb-b-11388/ukb-b-11388.vcf.gz	PCT where patients GP was registered: LEEDS PCT	463010
ukb-b-11402	/local-scratch/data/opengwas/igd/ukb-b-11402/ukb-b-11402.vcf.gz	Operation code: colectomy/hemicolectomy	462933
ukb-b-11403	/local-scratch/data/opengwas/igd/ukb-b-11403/ukb-b-11403.vcf.gz	Diagnoses - main ICD10: L90.5 Scar conditions and fibrosis of skin	463010
